"id","airline","tweet"
"12928","United","@united missed our flight with KLM from OSL to AMS due to delay with United in EWR (UA38). Extra costs â‚¬216 ea. What are the refund options?"
"173211","Delta","5 delays and 7 hours later I'm finally boarding.  Can't say this is how I wanted to spend my Sunday and miss my meeting @Delta @DeltaAssist"
"155838","United","Hey @united. You better get some training for your employees. The situation that happened with the family &amp; autistic girl is NOT okay."
"138920","Delta","@DeltaAssist Our incoming flt was delayed on another airline and will miss our connection. Help to rebook please."
"100585","Delta","@Cream2k @Delta @DeltaAssist they're horrible. Stayed on hold for 90min, and still no help"
"137507","Delta","A #customerservice issue about @DeltaAssist was shared on @comnio Ã‚Â» http://t.co/cNwnImQHY0 http://t.co/EwlOnZdNO2"
"157569","American","@AmericanAir where are my bags? Topped off the worst trip I've ever had with AA. Not in the mood for another 3 hour hold."
"10701","American","Hungover... Waiting on @AmericanAir to get this thing going... âœˆï¸ #hungover #ineedadrink #please http://t.co/keov1RRuOk"
"135728","American","@Alyssa_Milano @AmericanAir made me dump over 50oz in CUN.security said they would allow it if AA agent appvd. No response from AA cust serv"
"39827","American","@AmericanAir @USAirways I'd like my luggage now please guys! Lost between Philly and Newark, bag no 0037559719 I have a 7am meeting in NYC!!"
"26553","United","#fail for @united UA817 over 3 hrs delayed w plane in hangar &amp; no cleaners available causing add't delay?"
"90602","United","@united how the hell can U cancel my ticket? When I do a mistake and want to cancel u charge me a fee!!! No apologies???!!It's unacceptable"
"167347","American","IFE loaded for 13 hours in business class on @AmericanAir 187 this weekend. Never worked. http://t.co/jCU6L5UKIK"
"46521","United","@lufthansa Pilots in strike, now I have to fly with @united, which is again a horrible experience that starts with the check-in already"
"47843","American","5 hr flight, massive plane, no leg room, zero closet to hang my suit. @AmericanAir is awful. I sure won't fly it anymore."
"103859","American","Update @AmericanAir and DFW....you are beyond awful! But even BIGger kudos to the crew of AA1031! #rockstars #deservebetter"
"72762","SouthWest","@SouthwestAir Spouse managed to escape the fiasco in Jackson MS re: #2141 and get a #USAirways flight back to DC. Bag still lost in transit."
"165638","United","@united is it that hard to send my bag to barcelona to fix the problem one of your employees created by putting wrong tag on my bag?"
"112497","Delta","@DeltaAssist I was cutting it close to DL4691 after TSA delay but arrived 11 mins pre departure; GA had already closed doors &amp; left. :( :("
"170337","VirginAmerica","Sitting in first class near one of the absolute worst behaved children I have ever seen. This should be fun......@VirginAmerica"
"102704","American","@AmericanAir we have been sitting on the plane for two hours at the gate waiting for a pilot. And the power ports aren't working"
"7182","American","#airplane woes. Hearing flight delay due to oil leak. Not comforting @AmericanAir AA388 ORD:( http://t.co/w8R0JAw3I7"
"88399","United","@united frustrating http://t.co/On9pa0QTCU"
"105566","American","@AmericanAir 3+ hours on hold and no one takes my call.  You can do better than that AA. http://t.co/SGtgm4Mp8F"
"43744","JetBlue","@JetBlue classy - delay by 3 hours with no plane replacement then divert to slc with no apology - never flying JetBlue to sfo again"
"131822","AlaskaAir","@AlaskaAir flight 309 it was delayed I missed my entire shift and I'm getting written up can I get a letter of explanation for my boss"
"74689","Delta","@DeltaAssist Hello, I am a Silver mbr in the midst of a lengthy mechanical delay - DL 5214 - ~2+hr delay. Is there compensation available?"
"75852","United","@united Sitting on plane for 2 hours because of broken chair in cockpit?! Screaming toddlers, no water offered, keepin it classy, UA 1747."
"137796","United","@united yes! Flights delayed both internal and international and no clear explanation as to what's going on #getmehome"
"170657","American","@AmericanAir now this site said a manager would contact me. That was yesterday. Only been waiting since Tues. AA doesn't care about cust."
"158620","SouthWest","Whoa! @SouthwestAir this is terrible. You better really, really review internal policy and fire that attendant. http://t.co/b6E3cVc1Ni"
"9195","United","@united provided the worst possible flight experience today. 7 hours waiting, then canceling the flight."
"101096","Delta","@DeltaAssist delayed on flight 1149 are there any alternative flights tonight? lax to hnl"
"88767","United","@united why 867 cancelled today? Incoming flight no issue. 2 more flts cxl &amp; now flying from &amp; to different airports. Don't understand."
"62613","American","@AmericanAir flight  2267 from Chicago to lax has had 3 broken planes. I don't understand how that is possible. Y'all had one job"
"95797","American","3 of last 4 flights on @AmericanAir have had mechanical issues. #aggravating #getitogetherAA #notacceptable"
"89218","United","@united has never failed to screw up my flights Ã°Å¸Å¡Â«Ã¢Å“Ë†Ã¯Â¸Â"
"157658","American","Yet another terrible flying experience w @AmericanAir. Don't understand why the staff has to be so unfriendly. #nomoreAA"
"82676","American","@AmericanAir looks like I'm going to misconnect due to maintenance issue. Can you protect me on next flight?"
"127240","American","@AmericanAir 2nd plane...2nd delay... Not sure your business model is working"
"67266","United","@huck_AB @united that airport sucks the life outta anyone. My last stop there was a two DAY delay!"
"139839","American","@AmericanAir the worst airline Ever!!! I can't believe they did this to my baby and I."
"27200","American","@AmericanAir My flight is cancelled and I want to be HOME before 7pm! Can you get me on USAIR 6491?Help! QQDOIR"
"116829","JetBlue","Dear @JetBlue can we leave early so I can get on the plane and sleep? Kthx. &lt;3"
"61712","SouthWest","@SouthwestAir delay is keeping my Christmas wish in Sacramento instead of Texas tonight. Another lonely night. Miss you. Come home please"
"100902","American","@AmericanAir I hate you"
"106705","SouthWest","@SouthwestAir trying to get through to customer service, have been waiting for over an hour on the phone, need to confirm canceled flight"
"25790","American","@AmericanAir so disappointed in this airline and the rude service and gate agent Monica b35 @loganairports"
"157276","Delta","Dad: Delta Charged Me $88 Fee to Sit Next to 4-Year-Old Daughter http://t.co/7xMVXfH00h. @Delta @DeltaAssist. You really blew it! #Shame"
"36861","JetBlue","No more @JetBlue for me! Had the worst experience with them last night flying from RDU. Time to switch it up."
"136378","Delta","@Delta @DeltaAssist I've contacted you all and have gotten zero assistance for issue. Can I get a number to actually talk to a human?"
"40280","American","@AmericanAir FLT 3327. After delayed departure we sat 20 feet from gate for almost an hour because you had 2 ground crews working 15 gates."
"145317","American","#somewhereidratherbe anywhere but an @AmericanAir flight. Delayed for the billionth time #neveragain"
"152623","American","Never flying @AmericanAir ever again."
"7574","VirginAmerica","Dear @VirginAmerica they're flight attendants not runway models. Would it kill them to crack a smile or pretend they cared? #underwhelmed"
"81936","United","#UA3892 @united crew shows up at the airport 1hr past the flight's departure time, yet they walk so slow you'd think they're 1hr early..."
"9387","United","Getting refused to get re-seated by @united . The guy next to me SMELLS LIKE TABACCO! and I'm noshes ! ..."
"140064","SouthWest","@SouthwestAir  no both we're out of service on the flight from San Jose to Portland or"
"27863","United","""@gsterling: What's worse than no onboard WiFi? @united WiFi. Having AOL dial-up flashbacks. Wasted hours ...  #firstworldproblems"
"95920","United","@united Just got interrogated at the United Club Chicago. #UnitedAirlines #rude #PoorForm"
"136672","JetBlue","@JetBlue please explain a two hour delay that came out of nowhere AGAIN http://t.co/vvCXwUB76U"
"99359","Delta","@DeltaAssist @Delta so once again the rudeness continues. My son is now stranded at LAX because your lies"
"124858","United","Really @united? Sitting on taxiway at DIA for 30 mins for weight and balance paperwork? We don't do this 1000x a day? Ridiculous."
"48120","Delta","@DeltaAssist greetings , I have a missing letter in my first name in the ticket can it be fixed ?"
"165236","JetBlue","@JetBlue please explain your standby process and prioritization. Do employees and their friends come before ppl who have been waiting 2 days"
"24715","United","@united you're the worst, but luckily the others are all crap too."
"20185","JetBlue",".@JetBlue  you've lost my friend Sasha as a loyal customer. Make it right please http://t.co/IdL3r1iqvY"
"125681","VirginAmerica","After a snack less 4 hour flight, we are stuck on the runway. Starrrrrving @VirginAmerica!!!!!"
"97427","SouthWest","@SouthwestAir been on hold for 30 min trying to rebook my flight you cancelled. Help?!"
"161710","Delta","@DeltaAssist flight is delayed and I will miss my connection. Any chance to stay and leave tomorrow morning?"
"69163","American","@AmericanAir  after waiting in line for 1 hour, two 30min phone calls, all I know is that my bag, along with over 300, is unaccounted for"
"10139","United","@united extremely unhappy that wheelchairs requested for elderly parents were not there for them in Denver. will be reporting it."
"143192","Delta","@DeltaAssist delayed on DL3756. Am I going to make DL2163?"
"59120","JetBlue","@aadler1204 @jetblue we're used to taking the blame for EVERY delay.  Most savvy travelers know it's not *always* our fault."
"53781","SouthWest","@SouthwestAir delay my flight... I dare you."
"3785","United","@united I have waited for a reply, it said 10-14 days, it's past that.... I still haven't gotten a reply"
"157283","AlaskaAir","@AlaskaAir I have great idea, handle maintenance issues before you load the plane with customers. #everytime"
"157957","American","@AmericanAir Your http://t.co/sZnHJZrWZb is having trouble submitting request and displaying confirmation screen. Very bad user experience."
"103831","American","Oh man. My @AmericanAir flight to DFW tomorrow was just cancelled. Hope I can get rescheduled to see TheKiddo play soccer."
"65706","AlaskaAir","Well we have 5 total flights from BOI to YVR and back. The first 3 have been delayed by @AlaskaAir hope the next two are better #cardholder"
"134175","Delta","@DeltaAssist on DL6444 with family. 2 broken trays. 60 min delay. One unruly passenger standing up during take off."
"19861","Delta","Worst meal ever @DeltaAssist cold, inedible, roll was best part http://t.co/L7K3nUxeD0"
"85162","Delta","@adamhousley @DeltaAssist please wait the next available agent will be with you shortly. Poetic on groundhog day"
"22487","United","@united  4 ""wait 30 minutes more"", were kicked OUT the plane. No idea what will happen next. Attendants saying exactly that.Flight 1440 LAX"
"47728","JetBlue","@united you guys suck I'm flying @JetBlue for now on"
"165082","United","My @united flight to LA had no electricity for passengers. My flight home has mechanical issues. Seems like it's time for improvement."
"136503","SouthWest","@southwestair please help me with my ticketing problem. No one has responded."
"149359","American","@AmericanAir your automated phone system will NOT accept my last name. No matter how clearly and how many times. Very frustrating."
"123850","Delta","@DeltaAssist never flying delta again! Now I can't get back to college in time for my exam"
"54922","United","@united also still waiting on my luggage! What better way to spend my Sunday? #unitedairlines #badservice"
"30023","Delta","@CRMLady Too late, we're at our destination. No WiFi and only one Lav tho. Sharpen up @delta! @deltaassist"
"127888","American","Just had the absolute worst customer experience of all time with @AmericanAir... Worst airline ever. #massivefail"
"27307","JetBlue","@JetBlue Not particularly well. Apparently waiting for a maintenance log to be delivered for the last hour."
"45952","JetBlue","Traffic was crazy at JFK tonight. I thought that I was going to miss my flight on @JetBlue. Luckily, I made it."
"44007","JetBlue","Fuck JetBlue. #boycottjetblue #jetbluesucks @JetBlue  http://t.co/QNmsMLsngc"
"53566","VirginAmerica","At least @AmericanAir has nice seats...oh wait...they don't. I miss you @VirginAmerica #shouldhaveflownvirgin"
"140488","JetBlue","@JetBlue 2hrs delayed flight due to prblms.Can't you provde anothr plane?Pssngrs w/meetngs &amp; u're risking lives on a damgd plane.Pls help."
"83850","United","@united @anneshurl's flight to Chicago for tomorrow morning was cancelled. She's been on hold for over half an hour. Please help her!"
"164825","United","What a rip off...still had to pay for a checked bag on @united and I have that stupid credit card...my fault for not flying @SouthwestAir"
"42091","United","Hey @united, what's up with the #debacle surrounding flight UA1001? Just a mess here at Cancun International. http://t.co/YtfLugTJsA"
"40296","United","Having the worst experience with @united. Last week flight delayed 24 hours and today cancelled. Both times related to Aircraft issues."
"36986","AlaskaAir","@AlaskaAir I'm still in line which hasn't moved. There is one person working the counter. I have never seen anyone who works this slow"
"130614","American","@AmericanAir I wrote a complaint about a flight from NYC to Manchester last Monday on the website and have heard nothing. Customer service?!"
"108642","American","Usually fly @AmericanAir but flew @AlaskaAir twice recently. Went American again yesterday. Switching to Alaska if they'll have me."
"64648","United","@united we've been waiting over a half hour for our bags at BOS for flight 6438. It's ridiculous."
"68090","United","Rudest gate agent at C37 IAH to LAX.  Wouldn't put me on standby even though I have a fully refundable airfare and am premier gold. @United"
"18838","American","@AmericanAir I understand delays. But it's extremely frustrating 2 be at a gate, with no plane, no announcement, staring at an ""on time"" msg"
"118259","United","Yeah @united Get UA 89 off he ground! This is ridiculous!!!!"
"76911","American","glad i'm not the only one that now makes an effort to avoid flying @AmericanAir horrendous new product. http://t.co/KFrtp1n8Bp"
"25463","SouthWest","Shoutout @SouthwestAir ...missed my flight this morning, they got me on another flight with ease, and without having to pay"
"102826","American","It's kinda weird to be at an airport and more outraged at a service provider than at the TSA. Shameful show,  @AmericanAir. Shameful."
"72359","JetBlue","One of my favorite things about flying @JetBlue USED TO BE that they were always on time. No longer the case."
"75561","United","Once again my flight on @united is late. I rarely have an on time flight w them! #frustrated"
"46597","United","@united Why would a flight to Israel cost $200 more from Newark, NJ than one from Washington, DC to Newark to Israel?!! That is insane!"
"15321","JetBlue","Good job @amtrak. No wifi on 8:10 train NYC to DC. Next time, I'm taking @jetblue. #needtowork"
"87546","SouthWest","@iChrisLehman @SouthwestAir @JenAnsbach WHAT?!?! Ugh. That's horrible!!!! #nocompassion"
"123685","American","Seems @AmericanAir felt so bad about canceling my flight they needed to apologize... by robocalling me at 6:30am on a Saturday, 2 days later"
"35058","American","Never fails @AmericanAir! In Miami delayed, deplaned 2xs due to mechanical. Safety FIRST, but crew is annoyed, agent is overwhelmed."
"2719","SouthWest","@SouthwestAir  my flight, flight 1554 was cancelled due to mechanical difficulties, we now won't get to Atlanta till 9pm instead of 1pm"
"28086","United","@ClaraHughes_ @united  my husband had a terrible time with United at O'Hare too. Booo! @truenorth74"
"26659","American","@AaronCarpenter @AmericanAir everyone hates them Ã°Å¸Ëœâ€š."
"28942","American","@AirlineFlyer @AmericanAir I can never view new Arrivals issues on their first day.  I always get ""Object not found. (WWC-50003)""."
"112637","United","@united the problem was TIME OF THE CREW. IT WASNT THE WEATHER! Other flights in the same time were leaving."
"78247","United","@jonjonnyp @united you aren't already the worst?"
"132315","United","So what else is new!! Flight delayed for maintenance @united"
"25242","American","@AmericanAir at JFK pls get it together...4hr delay and 2 gate moves so far (1 going back to prev gate). What's next?"
"62403","Delta","@DeltaAssist Have been on hold for the RTW Award desk for over two hours.  Any idea on if I can get a call back instead?"
"119538","Delta","High winds in NYC have already cancelled one of my flights. @DeltaAssist, what's the likelihood of DL7308 departing tonight? #delta #delays"
"5949","United","Worst flight leg ever!!! @united airlines had an absolute shocker tonight!! #venting"
"163807","United","@CoCoVandey @united Someone had a bad day!"
"30746","United","@united ridiculous that I had to waste 30 minutes rebooking a flight this morning because your website kept crashing #furious"
"39597","United",".@united r u currently experiencing system wide IT issues impacting all flights? Can you let customers know the impact"
"37552","JetBlue","Poop. _@stevethebikeguy: @JetBlue announces new bag fees and squeezing out the nice legroom. Well that killed my loyalty._"
"49176","United","Hey @united get better hold music I'm not digging 20 minute of this slow jazz stuff"
"88270","American","@AmericanAir Still no response to a complaint lodged in December. How can I complain about complaints!?"
"129449","American","Delays = a hotel and me being late to work tmw will require a call to @AmericanAir to discuss. Least I have wine... http://t.co/Dg8tONjeES"
"21593","JetBlue","What the hell is happening on #jfk @cnn no info from @jetblue and hour and a half in newark trapped in a plane #help"
"136728","United","@united flight 550 from pdx to Denver delayed an hour. Missing connection now. Paying $100+ now to stay overnight. Terrible experience."
"50488","United","Time to retire another tired @united airplane. Flight 744 to Boston is still delayed and down on its luck."
"11733","American","Sitting on the tarmac at  #DFW airport. Clearly, @AmericanAir doesn't care that I have a connecting flight that boards in 30 minutes!!"
"171625","SouthWest","@AmericanAir you lost another customer today, forever, w your wild incompetence + blaming me for your errors. @SouthwestAir forever"
"67615","American","Completely appalled at the negligent and horrible treatment my family and I received from @AmericanAir staff at @iflymia today."
"37596","JetBlue","@JetBlue disapp. re:baggage fees. Exclusively fly JetBlue bc of great cs and baggage policy.Bummed you're becoming like the rest - not cool"
"27800","United","@united has 3602 ever left iad for cho on time? Why not schedule it for an hour letter since its always an hour late?"
"138831","JetBlue",".@JetBlue had ADVANCE knowledge of 1runway. 4+hr delays +existing price gouging. Unacceptable piss poor planning. I'd be out of a job."
"152673","JetBlue","@JetBlue your stock may be soaring for me but you're better off having no tvs rather than broken ones..."
"114325","SouthWest","@SouthwestAir Please help us get a refund on our LAS tix. I cannot afford to replace more destroyed luggage. #SWApic http://t.co/UcD9y5r55W"
"25729","United","Hey $mi$ek; here's a change your pax really like.  Waiting 10 mins for jetway driver to meet UA1622 @ DEN   #exitslideslooktempting @united"
"161301","American","been on the phone over 6 hours and 7 people to try and get money owned to me from @AmericanAir Customer service is terrible #worst airline"
"134623","Delta","After 45 mins on hold, I ended my call with @Delta @DeltaAssist .. Unbelievable! I thought Delta was better than this"
"36300","SouthWest","@SouthwestAir I know it happens - I was feeling so sorry for the Canton people and their delay. Just wish the agent had some details."
"148966","Delta","@DeltaAssist been waiting for status match and trying to fly stand by, but being rudely told doesn't matter"
"13653","SouthWest","@SouthwestAir pls start listing all stops on flights. Stuck at Midway &amp; would have changed flight if had known in advance"
"6567","United","@united my day?my whole""holiday""is ruined cuz all the appointments I had were cancelled because of my delay.and that was WHY I came here for"
"58356","United","Stuck in Houston...had first class and now they took my seat away because they changed the airplane @united #merryEffinXmas"
"111886","American","@XGN_Bloodz @AmericanAir same. And same fucking airline."
"52174","American","Always delayed @AmericanAir #goodwork"
"100512","Delta","Really @DeltaAssist - a two hour wait time on the phone this morning? Two Hours!!!"
"23618","United","I literally cannot remember the last time I flew a non-delayed @united flight. My own fault, kept falling 4 the cheap tix. #neveragain"
"109946","American","@AmericanAir Been on Hold with USAir for 2 hours. 1 or 2 flights were cxld. I need to cxl my entire return trip for a refund."
"10620","SouthWest","SWA lost my bag-I hope someone stole it, so when they see my suit theyll think-Wow, somewhere an elephant is missing a suit! @SouthwestAir"
"31199","United","@united Friend called for change of flight. United wanted change fee of $1,250 per ticket. A joke and rip off. And there was room on flight"
"55005","United","@united sat in Newark for 4 hours could have driven home in 2 but agent had NO info terrible typical crap from United"
"73842","United","Poor service from @united won't be flying with you again #shambles"
"39111","American","@AmericanAir still no one here to work on the plane. Again still waiting crew member said no way the people are not here to even to fix it."
"17858","AlaskaAir",".@CDCgov can I get Ebola from these disgusting @AlaskaAir seat cushions?"
"124704","JetBlue","@JetBlue Are other people having problems checking in &amp; getting their boarding passes on the app? I've been trying all day, but not working"
"78752","Delta","@DeltaAssist pay me back the suitcase you broke, give me compensation for the 3 days of worries I had on vacation."
"84003","JetBlue","Thank you @jetblue for totally destroying my luggage tag I've had for 5 years and was immaculate and in perfect shape until I flew with you."
"133695","United","Oh, @united you've done it again.  You gave me hope, but here we go again. Faulty planes and rude gate agents.  #unfriendlyskies"
"45836","SouthWest","@SouthwestAir Why is it that every Southwest flight I have taken in the past 3 years have always been delayed by at least a half hour?"
"13545","United","@united First, you cancel my flight, then make me stow my carry-on and leave it in Chicago. This is why I fly @SouthwestAir."
"68001","SouthWest","Horrible call hold time 1hr &amp; 45 min with @SouthwestAir to fix a mistake on my reservation &amp; no apology for the extended hold"
"90599","United","Poor on @united not to honour tickets purchased during yest's glitch. It's not the customer's fault. @thepointsguy #unitedmusthonortickets"
"73089","American","@AmericanAir Your Baggage Customer Service desk sucks just as bad as your flight service. 3 times they've hung up on me #IWantARefund"
"147161","United","@united #5447 is grounded...  Maintenance problem? Dunno,Mum's the word from the cockpit. Can you update us somehow? http://t.co/bDcgZFJm6x"
"19842","VirginAmerica","Flying @VirginAmerica is terrible. Is this what flying @SpiritAirPR or @AirTran is like?? Woof."
"47797","American","@AmericanAir what's going on with AA2437 to DFW? Mechanical problems?"
"80280","Delta","@DeltaAssist hi! I'm still waiting on the resolution of my email request. :-)"
"163247","United","@lufthansa seems there is a system issue b/w u and @united &amp; no one wants to accept fault!! No reps can help.. I am stuck.. Please refund!!!"
"107675","Delta","@DeltaAssist 8hours with no answer! You are definitely beating all expectations - glad we dont wait on you!"
"49813","United","@united you are hands down the worst airline!!!"
"26476","United","On my first flight since @united was so awful on my trip from VA. Taking @AmericanAir to NYC."
"164050","American","Another day of travel, another screw up by @AmericanAir. I keep clicking ""standby for upgrade"" and yet I'm never added to the list.  Shocker"
"36960","United","@united delayed out of FLL Flt 377. Will miss connection in IAH to SAN. Any options?"
"139655","American","Unable to obtain a refund for over a month for a cancelled flight! @americanair customer relations &amp; refunds keep sending me back and forth!"
"103150","Delta","@DeltaAssist rebooked to accommodate a delayed passenger; put back on my original flight only to have my bag lost at LAX and not go to PHX"
"33868","United","@united I did that the first time around when requested and got no response when I DM'd details.  Had to get stuff figured out on my own."
"135612","JetBlue","1 cancellation and 3 delays later, I'm never flying @JetBlue again."
"75286","Delta","@DeltaAssist honestly, really disappointed in how 3711 is being handled."
"134256","American","@AmericanAir I just found your breach! I don't need fuel for my ships! I will fucking close the industry faster than you can drop your pants"
"37806","JetBlue","Because, why not? Screw the customer. RT @SunSentinel @JetBlue will no longer offer first checked bag free http://t.co/P4E9iit2m2"
"107462","JetBlue","Incompetence at its finest this evening from @JetBlue. A combined thanks to them and Ma Nature for yet another miserable travel experience."
"82027","Delta","@DeltaAssist this @Gogo Internet is brutal. Can't even stream iheart radio. Literally nothing. Missing #UKvsMIZZ game."
"42897","SouthWest","Mmm...when @SouthwestAir says ""$8 wifi"", they mean ""wifi that's so slow you can barely browse, let alone watch anything"". Disappointed."
"56528","JetBlue","Am i the only one having a problem booking on @JetBlue right now ?"
"52687","American","@stanyee @AmericanAir @angelafritz Ugh Stan, who wants to watch &amp; be scared to fly?"
"165536","American","shocked 2 see a piece of 1st class cabin fall apart at take off. @AmericanAir compensate me 4 stress and shocked. http://t.co/dpxh7Sirlg"
"3993","United","We were on the phone with so many people from @united and no one could process a payment. This level of inefficiency is unacceptable!"
"164353","American","so much trouble flying with @AmericanAir the past few days. And poor customer service. No resolution to issues. Very disappointed!"
"106099","American","@AmericanAir My friend has been on hold for 2 hours and 45 minutes to get a flight rescheduled (that you cancelled this AM).  Any help?"
"153980","United","Currently experiencing a 3 hour @united delay from ord to lax. My worst with them was 4.5 hours. What's been your worst delay?"
"4740","United","Upset that @United is not crediting me flyer miles for my Thailand trip.I fly a lot.Wont be flying any company affiliated with them again"
"34979","United","I can't have my laptop on my lap but he can have his fucking whining, smelly dog on his. #loser makes no sense. @united @FAANews"
"111100","Delta","@ChelseaGrinUT @Delta @DeltaAssist Delta can suck my ass if they don't recover CG's shit. Because I've been way too hyped on this show."
"45891","United","@united your services at Newark airport are terrible and im tired of only running into such problems with your airline."
"58278","United","@united all I want for Xmas is a lost bag that can't be found.  Way to ruin a vacation United. No communication at all. Ridiculous!"
"21822","American","@AmericanAir is the worst! My flight to Chicago was cancelled due to a fire at Ohare, now I have to pay an extra $300 to rebook my flight"
"118928","AlaskaAir","@AlaskaAir were there problems w/ checkin system anytime since last nyt? My friend chkd in but missed flight cuz checkin didn't work."
"45426","United","@united We will provide complete details in a complaint letter re: the horrible service she has received in 3 attempts to get out of #BDL"
"49941","United","@united no we have arrived home now, yet another bad experience flying with you guys!"
"7423","SouthWest","@SouthwestAir please get our plane into the gate. 30 min late to depart and now you have us waiting 40 min for our gate! Not a lot of LUV!"
"93623","United","@united Why are you selling cheap upgrades in front of 1K's waiting to clear waitlist for the upgrade they earned? #notfriendly"
"135178","Delta","@DeltaAssist I need a flight home from jfk to Slc. I just missed my last flight. Can you help?"
"168939","American","So,my @AmericanAir flight is delayed but,do we wait by the gate where there's AC, food, etc.?Nope, inside the plane for  30min so far, no AC"
"167837","Delta","Attempting to book through @Delta is nearly impossible, on hold for over an hour, yet to speak w/rep @DeltaAssist http://t.co/m7FuQCPgMm"
"158303","JetBlue","@JetBlue is generally a good airline. But they suck at crediting miles towards your #TrueBlue account. By far the slowest airline."
"9864","United","@AmericasBatRep @united SUCKS!"
"26828","United","4.5 hr delay of @united 881 on 10/24 for repairs caused major disruptions of travel. Will arrive PUS 15 hrs late! Not okay, esp for 1K."
"153146","American","@AmericanAir can you help @camerondallas or not? you're the most inconvenient airline ever. i have seen so many issues with your company."
"51874","VirginAmerica","Ugh I swear I'm only flying @VirginAmerica from now on, American airlines has too many delays ðŸ˜¶"
"103952","American","@AmericanAir my flight AA2947 just got cancelled. Can someone help me reschedule?"
"131794","United","How do you overbook a flight @united? #frustrated #NoIneWantsToGiveUpSeat"
"22681","American","No @AmericanAir: @kalivolcan Are sincere apologies for any rudeness you experienced. We're you able to get the help you needed?Ã¢â‚¬Â"
"86285","SouthWest","@SouthwestAir on a complete full flight 1614 Dal-Den, you allowed a passenger that needs two seats to wedge in the middle. Unacceptable."
"35041","American","@AmericanAir 1-month since AA cancelled a flight and still waiting on refund; 0 response to my email and AA provides no phone # to call"
"168499","Delta","@Delta is seriously the worst, someone should sue them for making adverstisements like this @DeltaAssist http://t.co/OOwIfOUq7Y"
"132739","American","Hate when the airline completely changes my flights and airports when trying to fly home - Arghhhh ðŸ˜’âœˆï¸ #travelissues @AmericanAir"
"151978","American","@AmericanAir was en route to honeymoon today. Stuck in DFW b/c mech issue on  AA280. Missed connection to Nassau + first night hotel. DM pls"
"153991","Delta","@DeltaAssist flight was suppose to leave at 10 it is now 1648, only thing we had to apologize was subway sandwiches, 6inches not toasted..."
"95709","SouthWest","After 6 days of inconvenience, and 3 hours of repair work replacing wheels stolen by @SouthwestAir I have 2 working suitcases again."
"50239","American","Hey @AmericanAir someone sold my number to you and now I'm getting harassed.  Guess who's never flying American again?"
"78407","American","Avoiding all future shared bookings with @AmericanAir @British_Airways after ruining our trip to NYC, AA offer $25 compensation #disgusted"
"3254","VirginAmerica","@VirginAmerica Flight 938 had a three hour delay at SFO and now a delay in LAX for a gate. Think I'll go back to @Delta"
"159602","United","Seriously assholes?! SERIOUSLY?! What the fuck is wrong with you people... @united http://t.co/vZ6loiJAOv"
"61378","United","HEY @United- MOST PPL LIKE PETS MORE THAN PPL! #FAIL  Passengers complain after dog left on rainy tarmac @NYPost   http://t.co/xipqIhasat"
"13487","SouthWest","@SouthwestAir was terrible last night with the 3 hour delay.. Flight 597. Not the 1st time. How can I be convinced to ever take SW again?"
"83533","SouthWest","@SouthwestAir Flight canceled. No email from anyone. Been on hold for ten mins. Flight #805 and #2780"
"58860","JetBlue","@JetBlue Are there problems with online checkin? The iPhone app wouldn't complete and online I was able to checkin but not companion."
"9489","United","accdg to a @united rep that decided to call &amp; add insult to injury the employees @ the airport have complete discretion if they leave early"
"125962","United","So sad that the @united app doesn't support international credit cards! I just hope to succeed when trying on the desktop version "
"150670","American","@AmericanAir I was charged $1800 for a new flight after being told I couldn't leave the U.S. for 3 weeks - returned home on an EMPTY flight!"
"13872","American","Reminded why I never fly @AmericanAir worst experience ever. #rude I miss @JetBlue and @SouthwestAir"
"43340","United","@mcbrinton @united That is beyond unacceptable. Isn't age listed when booking. They need to be rearranging at least one person."
"79245","JetBlue","@JetBlue #jetblue flight389 creeping delay 20 Min, 40 min to 60 min"
"106028","United","@united and now you leave my luggage in iha...you really need to think about your custumer service!"
"44106","American","@AmericanAir why was AA 2643 from ORD to Charlottesville cancelled today?  My cousin sat at the airport for 9 hours."
"154552","United","#UnitedAirlines (@united) pilot makes emergency stop &amp; kicks #child w/ #autism off plane b/c he 'felt uncomfortable' http://t.co/iwoiccMuwj"
"63881","American","So it looks like @AmericanAir lost not just my bag, but ALL the bags from my flight. ___"
"128227","United","Customer service. Responsiveness. Accountability. Words and phrases @united has never heard of. #AmericasWorstAirline"
"73425","JetBlue","Year later, NO service. MT @bflogirlatheart: #T5Jfk is EMPTY, still subjected to slow/rude service in #newyorksportsgrill. not good @jetblue"
"147441","Delta","@DeltaAssist  I'm flying to key West now and I wasn't allowed to check a second bag..how come I was never told about this?"
"38619","SouthWest","@SouthwestAir has the worst wifi ever :( but hey, at least I have wifi."
"114887","JetBlue","@JetBlue I left a 3DS on a flight to Boston ~30mins ago. Getting poor support on the phone. Anyway you can help? Flight lands at 9PM EST."
"31323","United","Almost missed my connection due to late departure out of Reagan. Phew! @united"
"114234","American","@AmericanAir Can I get a response on the customer complaint filed ? Its been more than a week. rfrnc id 1-3017203953"
"84592","AlaskaAir","@AlaskaAir any chance I can get upgraded to first class since my flight was cancelled out of SFO?"
"78691","American","@DLoesch @AmericanAir Ridiculous."
"45374","VirginAmerica","@VirginAmerica been trying to book travel for 2 hours!! Every card between my partner and I declined, its you not us! Ben on hold 1 hr."
